,X,customer,traintest,churn,churndep,revenue,mou,recchrge,directas,overage,roam,changem,changer,dropvce,blckvce,unansvce,custcare,threeway,mourec,outcalls,incalls,peakvce,opeakvce,dropblk,callfwdv,callwait,months,uniqsubs,actvsubs,phones,models,eqpdays,age1,age2,children,credita,creditaa,prizmrur,prizmub,prizmtwn,refurb,webcap,truck,rv,occprof,occcler,occcrft,occstud,occhmkr,occret,occself,ownrent,marryun,marryyes,mailord,mailres,mailflag,travel,pcown,creditcd,retcalls,retaccpt,newcelly,newcelln,refer,incmiss,income,mcycle,setprcm,setprc,retcall
28966,28966,1095831,0,0,NA,50.73249817,87.25,59.99000168,0.742500007,0,0,39.75,-0.742500007,0,0,0,0,0,0.906666696,0,0,46.33333206,13.33333302,0,0,0,8,1,1,1,1,235,52,54,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,9,0,1,0,0
28967,28967,1095834,0,0,NA,29.94750023,271.5,37.44749832,0,0,0,-12.5,-9.957500458,1.666666627,4.333333492,29.33333397,7.333333492,0,52.29333496,7,2,64,49.66666794,6,0,0.333333343,8,1,1,4,3,-2,18,22,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,99.98999023,0
28968,28968,1095837,0,0,NA,47.27999878,1476.75,39.99000168,0.99000001,5.75,0,-823.75,-2.299999952,8.333333015,2.333333254,54.66666794,4,0,277.9299927,55.33333206,9,111.6666641,142.3333282,10.66666698,0,7.333333492,8,1,1,1,1,235,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
28969,28969,1095838,0,0,NA,29.27499962,164,31.86750031,2.474999905,0,0,139,11.65499973,3.666666746,0,6,1.333333373,0,1.50666666,6.333333492,0,15.33333302,9.666666985,3.666666746,0,0,8,1,1,4,4,45,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.98999023,0
28970,28970,1095848,0,0,NA,37.49000168,349.25,44.99000168,0,0,0,-99.25,-2.5,5.333333492,3,25,6,0.333333343,49.67333221,3.333333254,0.333333343,59.66666794,81.33333588,8.333333015,0,0.333333343,8,5,1,1,1,235,30,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,6,0,1,0,0
28971,28971,1095849,0,0,NA,40.1875,674.25,44.99000168,0,3,0,100.75,-1.19749999,8.333333015,5.666666508,25,4,0,75.65000153,16.33333397,12,64,67,14,0,0,8,2,1,3,2,210,28,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,149.9899902,0
28972,28972,1095852,0,0,NA,51.34000015,324.75,69.98999786,0,0.25,1.252500057,-96.75,-1.350000024,2,0,5.666666508,1,0,23.85000038,7.666666508,2,31,21.33333397,2,0,0.666666687,8,1,1,2,2,169,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.989997864,0
28973,28973,1095855,0,0,NA,49.99000168,703.5,69.98999786,0,0,0,-193.5,0,7.666666508,47,34.66666794,3.666666746,0.333333343,123.5933304,28.33333397,6.333333492,110.6666641,191.6666718,54.66666794,0,3.333333254,8,1,1,1,1,234,40,40,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0
28974,28974,1095857,0,0,NA,60.58250046,59.75,69.98999786,0.495000005,0.25,0,17.25,-0.592499971,1,0.666666687,6.333333492,0,0,0,2,0,12.66666698,2.333333254,1.666666627,0,0,8,2,2,1,1,234,54,54,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0
28975,28975,1095858,0,0,NA,66.68250275,357.25,44.99000168,0.247500002,80.5,0,-20.25,-26.02249908,8,0.333333343,25.33333397,4.666666508,0,33.49333191,0.666666687,3.333333254,71,37.33333206,9,0,6,8,1,1,1,1,234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28976,28976,1095862,0,0,NA,34.99000168,496.25,44.99000168,0,0,0,-126.25,0,9.666666985,0,0,10.66666698,0,91.71666718,23,0,66.66666412,146,9.666666985,0,2,8,1,1,1,1,234,52,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,0,1,0,0
28977,28977,1095863,0,0,NA,39.33499908,121.5,44.99000168,0.247500002,0.25,0,48.5,-0.344999999,4,6.333333492,5.333333492,0,0,15.34666634,0.666666687,3.666666746,32,16.66666603,10.33333302,0,0,8,2,2,1,1,234,38,34,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0
28978,28978,1095864,0,0,NA,10,15.75,10,0,0,0,10.25,0,0,0,0,0,0,0,1,0,0.666666687,2.333333254,0,0,0,8,2,2,1,1,234,54,54,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,9,0,1,0,0
28979,28979,1095870,0,0,NA,56.90499878,400.75,39.90499878,0,42.5,0,446.25,51.08499908,2,2.333333254,17.33333397,0,0,28.2733326,3,2,48.66666794,14.66666698,4.333333492,0,0,8,1,1,1,1,234,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0
28980,28980,1095873,0,0,NA,23.58749962,674,10,0.247500002,29,1.559999943,-674,-13.58749962,17.33333397,16,77,0,0,426.3066711,212.3333282,109,237.6666718,250,33.33333206,0,8,8,4,2,2,2,111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129.9899902,0
28981,28981,1095874,0,0,NA,132.8350067,1380.75,50.06999969,3.464999914,190.25,0,-84.75,-66.69499969,4,6.333333492,103.3333359,16.33333397,2.333333254,459.456665,75.66666412,41.33333206,276.3333435,294.3333435,10.33333302,0,10,8,1,1,1,1,234,38,34,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,3,0,1,0,0
28982,28982,1095875,0,0,NA,72.11250305,250,67.57250214,2.722500086,4.25,0.159999996,-56,2.827500105,2.666666746,0,12,0.333333343,0.333333343,22.85333252,38.33333206,5.333333492,82.33333588,14.66666698,2.666666746,0,1.333333373,8,2,2,1,1,234,32,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0
28983,28983,1095876,0,0,NA,39.08750153,124.5,44.99000168,0,0.25,0,5.5,-0.097499996,5.666666508,0.666666687,18.66666603,0,0,0.330000013,6.666666508,0,20.66666603,9.333333015,6.333333492,0,0,8,1,1,1,1,234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
28984,28984,1095881,0,0,NA,56.96500015,683.5,66.03749847,2.227499962,21.75,0,711.5,31.78499985,4,1,53,0,1.333333373,69.83000183,17.33333397,1,81.33333588,96.66666412,5,0,2.333333254,8,1,1,1,1,234,50,52,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28985,28985,1095882,0,0,NA,124.1774979,2162,87.48999786,1.485000014,69,13.54249954,243,-35.07749939,4,5.666666508,127.6666641,10.66666698,0,737.9899902,99.66666412,198.6666718,371.6666565,657.333313,9.666666985,0,33.33333206,8,3,3,2,2,168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129.9899902,0
28986,28986,1095883,0,0,NA,62.11999893,289.5,69.98999786,7.920000076,0.25,0,58.5,-2.190000057,3,0.666666687,5.666666508,0,0,54.54666519,23,1.333333373,81,26.33333397,3.666666746,0,0.333333343,8,1,1,2,2,159,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,149.9899902,0
28987,28987,1095884,0,0,NA,49.79999924,418.5,33.70000076,0,26.5,0,7.5,-11.81000042,3,1.333333373,16,4.333333492,0,49.19666672,2,0,84,90.66666412,4.333333492,0,3.333333254,8,1,1,1,1,234,46,46,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0
28988,28988,1095885,0,0,NA,232.8625031,1225.75,67.40750122,0.495000005,426.5,1.8125,-357.75,-155.8925018,14,7,52.33333206,0.333333343,1,312.4666748,44.66666794,15,316.3333435,49.33333206,21,0,2.333333254,8,2,2,1,1,234,40,38,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,7,0,1,0,0
28989,28989,1095886,0,0,NA,63.99000168,54.75,69.98999786,0,0,0,-31.75,0,0,0,0,0,0,14.3633337,2.666666746,1.333333373,6.333333492,2,0,0,0,8,2,2,1,1,234,36,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,3,0,1,0,0
28990,28990,1095888,0,0,NA,39.15250015,15,1.684999943,0,0,0,-15,110.8475037,0,0,7,1.333333373,0,0,3.333333254,0,2.333333254,3.666666746,0,0,0,8,1,1,4,1,107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129.9899902,0
28991,28991,1095890,0,0,NA,116.8824997,1175,59.99000168,0.495000005,173.5,0,204,26.09749985,15,1.333333373,25,6,0,338.0533447,11,3.666666746,128.3333282,115.3333359,16.33333397,0,0,8,1,1,2,2,174,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,149.9899902,0
28992,28992,1095893,0,0,NA,101.8600006,2058,104.9899979,2.970000029,5.25,0,-434,7.440000057,18.33333397,0,0,1.333333373,0,955.4133301,53.66666794,1.666666627,273.6666565,258,18.33333397,0,8,8,1,1,1,1,233,72,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0
28993,28993,1095894,0,0,NA,29.46999931,198,36.97000122,0,0,0,140,5.519999981,18,1.333333373,20.33333397,3.666666746,0,6.519999981,4.333333492,0,14,42,19.33333397,0,0,8,1,1,1,1,233,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
28994,28994,1095896,0,0,NA,35.35749817,240,44.99000168,0,0,0.292499989,109,-0.067500003,0,1.333333373,1.333333373,0,0,34.11000061,11,3.666666746,25.66666603,26.33333397,1.333333373,0,0,8,1,1,1,1,233,32,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0
28995,28995,1095897,0,0,NA,34.74000168,489.75,44.99000168,0,3.75,0,-154.75,-1.5,5.333333492,7.333333492,30.66666603,8,0,54.22000122,18,3.666666746,50.66666794,50,12.66666698,0,0.333333343,8,2,2,1,1,233,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
28996,28996,1095904,0,0,NA,46.69499969,849,49.99000168,0.495000005,15,0,48,-3.88499999,7,7.333333492,44,1,1,236.8266602,45.33333206,61.33333206,148.3333282,151,14.33333302,0,0.333333343,8,1,1,2,2,191,54,52,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,8,0,0,79.98999023,0
28997,28997,1095907,0,0,NA,11.80000019,78.75,10,0.742500007,0,1.057500005,52.25,3.769999981,1.666666627,0,10.66666698,0,1,2.076666594,11.33333302,2.333333254,19.66666603,13.33333302,1.666666627,0,0,8,2,2,1,1,233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
28998,28998,1095909,0,0,NA,30.54249954,335.75,33.74250031,0,10.75,0,59.25,-30.54249954,10,1.333333373,9.333333015,1.333333373,0,94.23332977,12.66666698,0,33.33333206,25,11.33333302,0,0,8,1,1,1,1,233,36,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
28999,28999,1095912,0,0,NA,65.72250366,346.5,79.98999786,1.732499957,0,0,-33.5,1.237499952,0,1.333333373,38,0,2,118.0500031,2.333333254,1.666666627,70.66666412,108,1.333333373,0,1.333333373,8,1,1,1,1,232,28,52,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0
29000,29000,1095913,0,0,NA,35.28250122,317.5,44.99000168,0,0.75,0,16.5,-0.292499989,0.666666687,2.666666746,32,0,0,40.02666855,5.666666508,0,51,80,3.333333254,0,0.333333343,8,1,1,1,1,232,50,50,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0
29001,29001,1095916,0,0,NA,29.27000046,136,36.77000046,0,0,0,-61,-62.15999985,14,1,11.66666698,0.666666687,0,13.29333305,5,0,47.33333206,13.33333302,15,0,0,8,1,1,1,1,232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29002,29002,1095926,0,0,NA,43.95999908,2409,49.99000168,0.495000005,8.75,0,77,0.920000017,5.333333492,0,83.33333588,37.33333206,0.666666687,193.2299957,63.66666794,7.666666508,137,356.6666565,5.333333492,0,7,8,1,1,1,1,232,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
29003,29003,1095934,0,0,NA,155.7799988,1728.25,93.13500214,10.14750004,131.25,0,26.75,0.189999998,28.66666603,5,136.3333282,4,0.666666687,511.2566528,105,25.66666603,402.6666565,207,33.66666794,0,6.333333492,8,1,1,1,1,232,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29004,29004,1095935,0,0,NA,99.23999786,1399,84.98999786,0,41.25,0,26,-10.25,119.6666641,27.33333397,101,15.33333302,0,384.8500061,148.3333282,2,373,203.6666718,147,0,13.33333302,8,1,1,1,1,232,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29005,29005,1095936,0,0,NA,130.3874969,972.25,114.1849976,0.742500007,78.25,1.034999967,120.75,46.57249832,12,1.333333373,32.66666794,2.666666746,0,8.386666298,2.666666746,0,47.33333206,4.666666508,13.33333302,0,0,8,2,1,1,1,232,32,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29006,29006,1095937,0,0,NA,44.28499985,220.75,44.99000168,0.495000005,22,0,-46.75,-7.315000057,5.666666508,0,13.33333302,0.666666687,0,16.10000038,11,3.333333254,48.33333206,16,5.666666508,0,0,8,1,1,1,1,232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
29007,29007,1095940,0,0,NA,51.68999863,597.75,49.99000168,0,4.25,0,-597.75,-1.700000048,31.66666603,0,0,16,0,163.9666595,36.66666794,13,152.6666718,124,31.66666603,0,0,8,3,2,1,1,231,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
29008,29008,1095942,0,0,NA,19.35499954,52,25.63500023,0,0,0,-27,-4.914999962,0.666666687,0,11,2.666666746,0,4.853333473,3,1.666666627,14.66666698,14,0.666666687,0,0,8,1,1,2,2,75,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,199.9899902,0
29009,29009,1095944,0,0,NA,49.99000168,1153.75,69.98999786,0,0,0,-327.75,0,17.66666603,4,68,0,2,328.5799866,50.66666794,20.66666603,117.6666641,165.6666718,21.66666603,0,3,8,1,1,1,1,231,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
29010,29010,1095950,0,0,NA,68.51000214,455,44.99000168,2.227499962,78.25,0,17,15.64999962,2,0,19.66666603,5.666666508,0,63.81666565,16.66666603,0,57,49.33333206,2,0,1.333333373,8,3,1,1,1,231,44,44,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,6,0,1,0,0
29011,29011,1095952,0,0,NA,34.99000168,23.75,44.99000168,0,0,0,-7.75,0,2.333333254,0.333333343,8.333333015,0,0,0.953333318,0.333333343,0,12.33333302,2.333333254,2.666666746,0,0,8,1,1,1,1,231,54,54,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0
29012,29012,1095954,0,0,NA,51.23249817,732.5,39.99000168,1.237499952,24.75,0,-261.5,-10.82250023,3.333333254,5.666666508,114.6666641,9.333333015,0,186.4199982,53,15.33333302,183.6666718,128.6666718,9,0,1.666666627,8,1,1,1,1,231,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29013,29013,1095955,0,0,NA,128.2225037,2306.25,109.9899979,0.495000005,79.25,0,33.75,-25.08250046,5.666666508,0.333333343,61.66666794,23,1,679.9966431,31.66666603,2,229.6666718,154.3333282,6,0,5.333333492,8,1,1,1,1,231,32,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29014,29014,1095956,0,0,NA,71.75,490.25,44.99000168,0.99000001,89,0.257499993,871.75,95.25,2,1.333333373,8,0,0,59.65999985,11,0.333333343,21,52,10.66666698,0,0.333333343,8,1,1,1,1,231,78,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
29015,29015,1095957,0,0,NA,55.16749954,837.25,69.98999786,0.495000005,0,0.682500005,-182.25,0.982500017,10.33333302,1.666666627,66,6,0.666666687,20.9066658,26.33333397,2.666666746,97.33333588,97.33333588,12,0,0,8,1,1,2,2,116,50,52,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,9,0,1,0,0
29016,29016,1095959,0,0,NA,51.96500015,564,50.21500015,0,12,1.169999957,263,20.41500092,5.333333492,0,41,8,0,65.48666382,2.333333254,0,46,32,5.333333492,0,0,8,1,1,2,2,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,149.9899902,0
29017,29017,1095963,0,0,NA,17,87.5,10,0,7.5,0,-59.5,-3,1,0,6.333333492,0,0,1.679999948,11.66666698,0,23,1.333333373,1,0,0,8,2,2,2,2,215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,149.9899902,0
29018,29018,1095964,0,0,NA,81.36000061,193.25,89.98999786,0.495000005,0,0,5.75,8.619999886,1.666666627,2.666666746,4,0.666666687,0,47.08000183,0,0.666666687,19,14.33333302,4.333333492,0,0.666666687,8,3,3,1,1,230,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0
29019,29019,1095967,0,0,NA,104.1050034,572.25,47.61500168,0.99000001,151.25,0,-129.25,-54.11500168,3,0,14.33333302,5.666666508,0,396.1166687,68,31.66666603,193,51.66666794,3,0,4.333333492,8,1,1,1,1,230,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29020,29020,1095970,0,0,NA,36.22750092,217.5,44.99000168,1.237499952,0,0,-46.5,-0.247500002,8.666666985,2.333333254,20.66666603,2,0,28.51333427,8,7,55,31,11,0,0.333333343,8,2,2,1,1,230,30,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,7,0,1,0,0
29021,29021,1095971,0,0,NA,36.22750092,52.25,44.99000168,1.237499952,0,0,-41.25,-1.237499952,2,1.333333373,13,0,0,1.309999943,1.333333373,0,9.333333015,3,3.333333254,0,0,8,2,2,3,3,202,60,90,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,9,0,0,99.98999023,0
29022,29022,1095972,0,0,NA,106.3974991,758.5,77.69750214,0,95.75,0,-30.5,-27.40749931,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,3,1,165,32,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,199.9899902,0
29023,29023,1095973,0,0,NA,67.33499908,387.5,44.99000168,0,72.5,2.345000029,-157.5,-32.34500122,9.666666985,0,33,0,0,143.5700073,22.33333397,5.333333492,106.6666641,46.33333206,9.666666985,0,0,8,1,1,1,1,230,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29024,29024,1095976,0,0,NA,52.88000107,680.25,53.60499954,1.485000014,32,0,915.75,45.45999908,9.666666985,2,33.66666794,14.66666698,0,9.789999962,6.333333492,1,38.66666794,48,11.66666698,0,1.666666627,8,1,1,2,1,38,26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,99.98999023,0
29025,29025,1095979,0,0,NA,39.1875,425.75,44.99000168,0,10.25,0.097499996,44.25,-4.197500229,2,2.666666746,18.66666603,0,0,62.12333298,13,3.666666746,45.33333206,73.33333588,4.666666508,0,0,8,1,1,1,1,230,50,48,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0
29026,29026,1095981,0,0,NA,36.33750153,477.25,49.99000168,0,0,0.097499996,-150.25,4.042500019,6.333333492,0.333333343,14,6.333333492,0,68.31999969,15.66666698,3.666666746,34.66666794,63.66666794,9.333333015,0,0.666666687,8,1,1,1,1,230,54,26,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,1,0,0
29027,29027,1095982,0,0,NA,81.96250153,1410,80.02249908,0.99000001,7.25,0,-226,-3.182499886,19.66666603,1.666666627,84.33333588,16,0,512.5066528,173,69.33333588,301,181.6666718,24.66666603,0,3.333333254,8,1,1,1,1,230,50,22,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,1,0,0
29028,29028,1095983,0,0,NA,96.81500244,2152.5,48.58000183,1.485000014,100,0,225.5,-21.68499947,55,6.666666508,133.3333282,8,0.333333343,542.5900269,189.6666718,10,323.6666565,606.666687,66,0,4,8,2,2,4,2,46,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,129.9899902,0
29029,29029,1095986,0,0,NA,34.99000168,314.25,44.99000168,0,0,0,-18.25,0,6,0.666666687,22.66666603,0,0,39.88666534,27.66666603,0.333333343,60.66666794,40.33333206,6.666666508,0,0,8,2,1,1,1,229,54,46,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0
29030,29030,1095987,0,0,NA,41.59000015,345.25,44.99000168,0,16.5,0,97.75,10.60000038,7.666666508,0,1.333333373,0,0,32.26333237,20.66666603,0.333333343,54.33333206,58.66666794,7.666666508,0,0,8,1,1,1,1,229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29031,29031,1095994,0,0,NA,77.14749908,603.25,59.99000168,0,0,27.15749931,299.75,28.23250008,47,10,34,10.66666698,0,33.84999847,41.66666794,0.666666687,88,57.66666794,57,0,1.666666627,8,1,1,1,1,229,44,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
29032,29032,1095995,0,0,NA,56.77500153,400.5,49.99000168,0,0.5,1.049999952,90.5,-2.805000067,0.666666687,1,15.66666698,0,0,81.26999664,24.33333397,9.666666985,31.33333397,90,1.666666627,0,0.333333343,8,1,1,1,1,229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29033,29033,1095996,0,0,NA,35.23749924,323.75,44.99000168,0.247500002,0,0,269.25,0.742500007,3,2.333333254,16,0,0,12.73999977,47.33333206,11,47.33333206,46.66666794,5.333333492,0,0,8,1,1,1,1,229,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29034,29034,1095998,0,0,NA,59.84249878,390.25,37.44749832,0.495000005,67.25,0,-120.25,-21.45249939,12.66666698,3.666666746,175.6666718,0,0,18.86000061,0.333333343,0,75.33333588,47,16.33333397,0,0,8,1,1,2,2,192,32,32,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,29.98999023,0
